protein,gn,cancer_mut_count
CCR8,gn5x58,0
CCR9,gn5x58,0
CCR10,gn5x58,0
CXCR1,gn5x58,0
CXCR2,gn5x58,0
CXCR3,gn5x58,0
CXCR4,gn5x58,0
CXCR5,gn5x58,0
CXCR6,gn5x58,0
CX3CR1,gn5x58,0
XCR1,gn5x58,1
ACKR1,gn5x58,0
ACKR2,gn5x58,0
ACKR3,gn5x58,0
ACKR4,gn5x58,0
CCRL2,gn5x58,0
CCR1,gn5x59,0
CCR2,gn5x59,0
CCR3,gn5x59,1
CCR4,gn5x59,0
CCR5,gn5x59,0
CCR6,gn5x59,1
CCR7,gn5x59,0
CCR8,gn5x59,0
CCR9,gn5x59,0
CCR10,gn5x59,1
CXCR1,gn5x59,0
CXCR2,gn5x59,1
CXCR3,gn5x59,0
CXCR4,gn5x59,0
CXCR5,gn5x59,0
CXCR6,gn5x59,0
CX3CR1,gn5x59,0
XCR1,gn5x59,1
ACKR1,gn5x59,0
ACKR2,gn5x59,0
ACKR3,gn5x59,1
ACKR4,gn5x59,0
CCRL2,gn5x59,0
CCR1,gn5x60,1
CCR2,gn5x60,2
CCR3,gn5x60,0
CCR4,gn5x60,0
CCR5,gn5x60,0
CCR6,gn5x60,0
CCR7,gn5x60,0
CCR8,gn5x60,0
CCR9,gn5x60,0
CCR10,gn5x60,0
CXCR1,gn5x60,0
CXCR2,gn5x60,1
CXCR3,gn5x60,0
CXCR4,gn5x60,0
CXCR5,gn5x60,0
CXCR6,gn5x60,0
CX3CR1,gn5x60,2
XCR1,gn5x60,0
ACKR1,gn5x60,0
ACKR2,gn5x60,1
ACKR3,gn5x60,0
ACKR4,gn5x60,0
CCRL2,gn5x60,0
CCR1,gn5x61,0
CCR2,gn5x61,0
CCR3,gn5x61,0
CCR4,gn5x61,0
CCR5,gn5x61,0
CCR6,gn5x61,0
CCR7,gn5x61,0
CCR8,gn5x61,0
CCR9,gn5x61,0
CCR10,gn5x61,0
CXCR1,gn5x61,0
CXCR2,gn5x61,0
CXCR3,gn5x61,0
CXCR4,gn5x61,1
CXCR5,gn5x61,0
CXCR6,gn5x61,1
CX3CR1,gn5x61,0
XCR1,gn5x61,0
ACKR1,gn5x61,0
ACKR2,gn5x61,0
ACKR3,gn5x61,0
ACKR4,gn5x61,0
CCRL2,gn5x61,0
CCR1,gn5x62,0
CCR2,gn5x62,0
CCR3,gn5x62,1
CCR4,gn5x62,0
CCR5,gn5x62,0
CCR6,gn5x62,0
CCR7,gn5x62,0
CCR8,gn5x62,1
CCR9,gn5x62,0
CCR10,gn5x62,0
CXCR1,gn5x62,1
CXCR2,gn5x62,0
CXCR3,gn5x62,0
CXCR4,gn5x62,0
CXCR5,gn5x62,0
CXCR6,gn5x62,0
CX3CR1,gn5x62,0
XCR1,gn5x62,0
ACKR1,gn5x62,0
ACKR2,gn5x62,0
ACKR3,gn5x62,0
ACKR4,gn5x62,1
CCRL2,gn5x62,0
CCR1,gn5x63,0
CCR2,gn5x63,0
CCR3,gn5x63,1
CCR4,gn5x63,0
CCR5,gn5x63,1
CCR6,gn5x63,0
CCR7,gn5x63,1
CCR8,gn5x63,0
CCR9,gn5x63,0
CCR10,gn5x63,0
CXCR1,gn5x63,3
CXCR2,gn5x63,1
CXCR3,gn5x63,0
CXCR4,gn5x63,0
CXCR5,gn5x63,0
CXCR6,gn5x63,0
CX3CR1,gn5x63,0
XCR1,gn5x63,0
ACKR1,gn5x63,0
ACKR2,gn5x63,0
ACKR3,gn5x63,0
ACKR4,gn5x63,0
CCRL2,gn5x63,0
CCR1,gn5x64,0
CCR2,gn5x64,0
CCR3,gn5x64,0
CCR4,gn5x64,0
CCR5,gn5x64,0
CCR6,gn5x64,0
CCR7,gn5x64,0
CCR8,gn5x64,0
CCR9,gn5x64,0
CCR10,gn5x64,0
CXCR1,gn5x64,0
CXCR2,gn5x64,0
CXCR3,gn5x64,1
CXCR4,gn5x64,0
CXCR5,gn5x64,1
CXCR6,gn5x64,0
CX3CR1,gn5x64,1
XCR1,gn5x64,1
ACKR1,gn5x64,0
ACKR2,gn5x64,0
ACKR3,gn5x64,0
ACKR4,gn5x64,0
CCRL2,gn5x64,0
CCR1,gn5x65,0
CCR2,gn5x65,0
CCR3,gn5x65,0
CCR4,gn5x65,0
CCR5,gn5x65,0
CCR6,gn5x65,0
CCR7,gn5x65,0
CCR8,gn5x65,0
CCR9,gn5x65,0
CCR10,gn5x65,0
CXCR1,gn5x65,0
CXCR2,gn5x65,0
CXCR3,gn5x65,0
CXCR4,gn5x65,0
CXCR5,gn5x65,0
CXCR6,gn5x65,0
CX3CR1,gn5x65,0
XCR1,gn5x65,0
ACKR1,gn5x65,NA
ACKR2,gn5x65,0
ACKR3,gn5x65,0
ACKR4,gn5x65,1
CCRL2,gn5x65,0
CCR1,gn5x66,0
CCR2,gn5x66,0
CCR3,gn5x66,0
CCR4,gn5x66,0
CCR5,gn5x66,0
CCR6,gn5x66,0
CCR7,gn5x66,0
CCR8,gn5x66,0
CCR9,gn5x66,0
CCR10,gn5x66,0
CXCR1,gn5x66,0
CXCR2,gn5x66,0
CXCR3,gn5x66,0
CXCR4,gn5x66,0
CXCR5,gn5x66,0
CXCR6,gn5x66,0
CX3CR1,gn5x66,0
XCR1,gn5x66,0
ACKR1,gn5x66,NA
ACKR2,gn5x66,0
ACKR3,gn5x66,0
ACKR4,gn5x66,0
CCRL2,gn5x66,0
CCR1,gn5x67,0
CCR2,gn5x67,4
CCR3,gn5x67,0
CCR4,gn5x67,0
CCR5,gn5x67,0
CCR6,gn5x67,0
CCR7,gn5x67,0
CCR8,gn5x67,0
CCR9,gn5x67,0
CCR10,gn5x67,0
CXCR1,gn5x67,0
CXCR2,gn5x67,0
CXCR3,gn5x67,0
CXCR4,gn5x67,0
CXCR5,gn5x67,0
CXCR6,gn5x67,0
CX3CR1,gn5x67,1
XCR1,gn5x67,1
ACKR1,gn5x67,NA
ACKR2,gn5x67,0
ACKR3,gn5x67,1
ACKR4,gn5x67,0
CCRL2,gn5x67,0
CCR1,gn5x68,0
CCR2,gn5x68,0
CCR3,gn5x68,0
CCR4,gn5x68,0
CCR5,gn5x68,0
CCR6,gn5x68,0
CCR7,gn5x68,0
CCR8,gn5x68,1
CCR9,gn5x68,0
CCR10,gn5x68,0
CXCR1,gn5x68,2
CXCR2,gn5x68,0
CXCR3,gn5x68,0
CXCR4,gn5x68,0
CXCR5,gn5x68,0
CXCR6,gn5x68,0
CX3CR1,gn5x68,0
XCR1,gn5x68,0
ACKR1,gn5x68,NA
ACKR2,gn5x68,0
ACKR3,gn5x68,0
ACKR4,gn5x68,0
CCRL2,gn5x68,NA
CCR1,gnICL3.1,0
CCR2,gnICL3.1,2
CCR3,gnICL3.1,0
CCR4,gnICL3.1,0
CCR5,gnICL3.1,3
CCR6,gnICL3.1,0
CCR7,gnICL3.1,0
CCR8,gnICL3.1,0
CCR9,gnICL3.1,2
CCR10,gnICL3.1,0
CXCR1,gnICL3.1,0
CXCR2,gnICL3.1,0
CXCR3,gnICL3.1,0
CXCR4,gnICL3.1,0
CXCR5,gnICL3.1,0
CXCR6,gnICL3.1,1
CX3CR1,gnICL3.1,0
XCR1,gnICL3.1,1
ACKR1,gnICL3.1,0
ACKR2,gnICL3.1,1
ACKR3,gnICL3.1,0
ACKR4,gnICL3.1,0
CCRL2,gnICL3.1,0
CCR1,gnICL3.2,0
CCR2,gnICL3.2,0
CCR3,gnICL3.2,1
CCR4,gnICL3.2,1
CCR5,gnICL3.2,0
CCR6,gnICL3.2,0
CCR7,gnICL3.2,0
CCR8,gnICL3.2,0
CCR9,gnICL3.2,0
CCR10,gnICL3.2,0
CXCR1,gnICL3.2,1
CXCR2,gnICL3.2,0
CXCR3,gnICL3.2,0
CXCR4,gnICL3.2,0
CXCR5,gnICL3.2,2
CXCR6,gnICL3.2,1
CX3CR1,gnICL3.2,0
XCR1,gnICL3.2,0
ACKR1,gnICL3.2,0
ACKR2,gnICL3.2,1
ACKR3,gnICL3.2,0
ACKR4,gnICL3.2,0
CCRL2,gnICL3.2,0
CCR1,gnICL3.3,NA
CCR2,gnICL3.3,NA
CCR3,gnICL3.3,NA
CCR4,gnICL3.3,NA
CCR5,gnICL3.3,NA
CCR6,gnICL3.3,NA
CCR7,gnICL3.3,NA
CCR8,gnICL3.3,NA
CCR9,gnICL3.3,NA
CCR10,gnICL3.3,NA
CXCR1,gnICL3.3,NA
CXCR2,gnICL3.3,NA
CXCR3,gnICL3.3,NA
CXCR4,gnICL3.3,NA
CXCR5,gnICL3.3,NA
CXCR6,gnICL3.3,NA
CX3CR1,gnICL3.3,NA
XCR1,gnICL3.3,NA
ACKR1,gnICL3.3,0
ACKR2,gnICL3.3,NA
ACKR3,gnICL3.3,NA
ACKR4,gnICL3.3,NA
CCRL2,gnICL3.3,NA
CCR1,gnICL3.4,NA
CCR2,gnICL3.4,NA
CCR3,gnICL3.4,NA
CCR4,gnICL3.4,NA
CCR5,gnICL3.4,NA
CCR6,gnICL3.4,NA
CCR7,gnICL3.4,NA
CCR8,gnICL3.4,NA
CCR9,gnICL3.4,NA
CCR10,gnICL3.4,NA
CXCR1,gnICL3.4,NA
CXCR2,gnICL3.4,NA
CXCR3,gnICL3.4,NA
CXCR4,gnICL3.4,NA
CXCR5,gnICL3.4,NA
CXCR6,gnICL3.4,NA
CX3CR1,gnICL3.4,NA
XCR1,gnICL3.4,NA
ACKR1,gnICL3.4,0
ACKR2,gnICL3.4,NA
ACKR3,gnICL3.4,NA
ACKR4,gnICL3.4,NA
CCRL2,gnICL3.4,NA
CCR1,gnICL3.5,0
CCR2,gnICL3.5,NA
CCR3,gnICL3.5,0
CCR4,gnICL3.5,0
CCR5,gnICL3.5,NA
CCR6,gnICL3.5,0
CCR7,gnICL3.5,0
CCR8,gnICL3.5,0
CCR9,gnICL3.5,1
CCR10,gnICL3.5,0
CXCR1,gnICL3.5,0
CXCR2,gnICL3.5,1
CXCR3,gnICL3.5,0
CXCR4,gnICL3.5,0
CXCR5,gnICL3.5,NA
CXCR6,gnICL3.5,0
CX3CR1,gnICL3.5,0
XCR1,gnICL3.5,0
ACKR1,gnICL3.5,0
ACKR2,gnICL3.5,0
ACKR3,gnICL3.5,1
ACKR4,gnICL3.5,0
CCRL2,gnICL3.5,NA
CCR1,gnICL3.6,0
CCR2,gnICL3.6,2
CCR3,gnICL3.6,0
CCR4,gnICL3.6,0
CCR5,gnICL3.6,0
CCR6,gnICL3.6,0
CCR7,gnICL3.6,0
CCR8,gnICL3.6,1
CCR9,gnICL3.6,0
CCR10,gnICL3.6,0
CXCR1,gnICL3.6,0
CXCR2,gnICL3.6,0
CXCR3,gnICL3.6,0
CXCR4,gnICL3.6,0
CXCR5,gnICL3.6,1
CXCR6,gnICL3.6,0
CX3CR1,gnICL3.6,1
XCR1,gnICL3.6,0
ACKR1,gnICL3.6,0
ACKR2,gnICL3.6,1
ACKR3,gnICL3.6,0
ACKR4,gnICL3.6,0
CCRL2,gnICL3.6,0
CCR1,gn6x28,NA
CCR2,gn6x28,0
CCR3,gn6x28,NA
CCR4,gn6x28,NA
CCR5,gn6x28,0
CCR6,gn6x28,NA
CCR7,gn6x28,NA
CCR8,gn6x28,NA
CCR9,gn6x28,NA
CCR10,gn6x28,NA
CXCR1,gn6x28,NA
CXCR2,gn6x28,NA
CXCR3,gn6x28,NA
CXCR4,gn6x28,NA
CXCR5,gn6x28,0
CXCR6,gn6x28,NA
CX3CR1,gn6x28,NA
XCR1,gn6x28,NA
ACKR1,gn6x28,NA
ACKR2,gn6x28,NA
ACKR3,gn6x28,NA
ACKR4,gn6x28,NA
CCRL2,gn6x28,NA
CCR1,gn6x29,NA
CCR2,gn6x29,0
CCR3,gn6x29,NA
CCR4,gn6x29,NA
CCR5,gn6x29,0
CCR6,gn6x29,NA
CCR7,gn6x29,NA
CCR8,gn6x29,NA
CCR9,gn6x29,NA
CCR10,gn6x29,NA
CXCR1,gn6x29,NA
CXCR2,gn6x29,NA
CXCR3,gn6x29,NA
CXCR4,gn6x29,NA
CXCR5,gn6x29,0
CXCR6,gn6x29,NA
CX3CR1,gn6x29,NA
XCR1,gn6x29,NA
ACKR1,gn6x29,NA
ACKR2,gn6x29,NA
ACKR3,gn6x29,NA
ACKR4,gn6x29,NA
CCRL2,gn6x29,NA
CCR1,gn6x30,0
CCR2,gn6x30,0
CCR3,gn6x30,1
CCR4,gn6x30,0
CCR5,gn6x30,0
CCR6,gn6x30,0
CCR7,gn6x30,1
CCR8,gn6x30,1
CCR9,gn6x30,0
CCR10,gn6x30,0
CXCR1,gn6x30,0
CXCR2,gn6x30,0
CXCR3,gn6x30,0
CXCR4,gn6x30,0
CXCR5,gn6x30,0
CXCR6,gn6x30,0
CX3CR1,gn6x30,0
XCR1,gn6x30,1
ACKR1,gn6x30,NA
ACKR2,gn6x30,0
ACKR3,gn6x30,0
ACKR4,gn6x30,0
CCRL2,gn6x30,0
CCR1,gn6x31,0
CCR2,gn6x31,0
CCR3,gn6x31,0
CCR4,gn6x31,0
CCR5,gn6x31,0
CCR6,gn6x31,0
CCR7,gn6x31,0
CCR8,gn6x31,0
CCR9,gn6x31,0
CCR10,gn6x31,0
CXCR1,gn6x31,0
CXCR2,gn6x31,0
CXCR3,gn6x31,0
CXCR4,gn6x31,2
CXCR5,gn6x31,0
CXCR6,gn6x31,0
CX3CR1,gn6x31,0
XCR1,gn6x31,0
ACKR1,gn6x31,NA
ACKR2,gn6x31,0
ACKR3,gn6x31,1
ACKR4,gn6x31,0
CCRL2,gn6x31,0
CCR1,gn6x32,0
CCR2,gn6x32,0
CCR3,gn6x32,0
CCR4,gn6x32,0
CCR5,gn6x32,0
CCR6,gn6x32,0
CCR7,gn6x32,0
CCR8,gn6x32,0
CCR9,gn6x32,0
CCR10,gn6x32,0
CXCR1,gn6x32,0
CXCR2,gn6x32,0
CXCR3,gn6x32,0
CXCR4,gn6x32,0
CXCR5,gn6x32,0
CXCR6,gn6x32,0
CX3CR1,gn6x32,0
XCR1,gn6x32,3
ACKR1,gn6x32,NA
ACKR2,gn6x32,1
ACKR3,gn6x32,0
ACKR4,gn6x32,1
CCRL2,gn6x32,1
CCR1,gn6x33,1
CCR2,gn6x33,0
CCR3,gn6x33,0
CCR4,gn6x33,1
CCR5,gn6x33,1
CCR6,gn6x33,0
CCR7,gn6x33,1
CCR8,gn6x33,0
CCR9,gn6x33,1
CCR10,gn6x33,0
CXCR1,gn6x33,0
CXCR2,gn6x33,0
CXCR3,gn6x33,0
CXCR4,gn6x33,0
CXCR5,gn6x33,0
CXCR6,gn6x33,0
CX3CR1,gn6x33,0
XCR1,gn6x33,2
ACKR1,gn6x33,NA
ACKR2,gn6x33,0
ACKR3,gn6x33,1
ACKR4,gn6x33,0
CCRL2,gn6x33,0
CCR1,gn6x34,0
CCR2,gn6x34,0
CCR3,gn6x34,1
CCR4,gn6x34,0
CCR5,gn6x34,0
CCR6,gn6x34,0
CCR7,gn6x34,0
CCR8,gn6x34,2
CCR9,gn6x34,0
CCR10,gn6x34,0
CXCR1,gn6x34,0
CXCR2,gn6x34,0
CXCR3,gn6x34,0
CXCR4,gn6x34,1
CXCR5,gn6x34,0
CXCR6,gn6x34,0
CX3CR1,gn6x34,1
XCR1,gn6x34,0
ACKR1,gn6x34,0
ACKR2,gn6x34,0
ACKR3,gn6x34,2
ACKR4,gn6x34,0
CCRL2,gn6x34,0
CCR1,gn6x35,1
CCR2,gn6x35,0
CCR3,gn6x35,1
CCR4,gn6x35,1
CCR5,gn6x35,0
CCR6,gn6x35,0
CCR7,gn6x35,0
CCR8,gn6x35,0
CCR9,gn6x35,0
CCR10,gn6x35,0
CXCR1,gn6x35,0
CXCR2,gn6x35,1
CXCR3,gn6x35,0
CXCR4,gn6x35,1
CXCR5,gn6x35,0
CXCR6,gn6x35,0
CX3CR1,gn6x35,0
XCR1,gn6x35,0
ACKR1,gn6x35,0
ACKR2,gn6x35,1
ACKR3,gn6x35,0
ACKR4,gn6x35,0
CCRL2,gn6x35,0
CCR1,gn6x36,0
CCR2,gn6x36,0
CCR3,gn6x36,0
CCR4,gn6x36,0
CCR5,gn6x36,0
CCR6,gn6x36,1
CCR7,gn6x36,0
CCR8,gn6x36,0
CCR9,gn6x36,1
CCR10,gn6x36,1
CXCR1,gn6x36,0
CXCR2,gn6x36,1
CXCR3,gn6x36,0
CXCR4,gn6x36,0
CXCR5,gn6x36,0
CXCR6,gn6x36,0
CX3CR1,gn6x36,1
XCR1,gn6x36,0
ACKR1,gn6x36,0
ACKR2,gn6x36,0
ACKR3,gn6x36,0
ACKR4,gn6x36,0
CCRL2,gn6x36,0
CCR1,gn6x37,0
CCR2,gn6x37,0
CCR3,gn6x37,0
CCR4,gn6x37,0
CCR5,gn6x37,0
CCR6,gn6x37,0
CCR7,gn6x37,0
CCR8,gn6x37,0
CCR9,gn6x37,0
CCR10,gn6x37,0
CXCR1,gn6x37,0
CXCR2,gn6x37,0
CXCR3,gn6x37,0
CXCR4,gn6x37,0
CXCR5,gn6x37,2
CXCR6,gn6x37,0
CX3CR1,gn6x37,0
XCR1,gn6x37,0
ACKR1,gn6x37,0
ACKR2,gn6x37,0
ACKR3,gn6x37,0
ACKR4,gn6x37,0
CCRL2,gn6x37,0
CCR1,gn6x38,0
CCR2,gn6x38,0
CCR3,gn6x38,0
CCR4,gn6x38,0
CCR5,gn6x38,0
CCR6,gn6x38,0
CCR7,gn6x38,0
CCR8,gn6x38,0
CCR9,gn6x38,0
CCR10,gn6x38,0
CXCR1,gn6x38,0
CXCR2,gn6x38,0
CXCR3,gn6x38,0
CXCR4,gn6x38,0
CXCR5,gn6x38,0
CXCR6,gn6x38,0
CX3CR1,gn6x38,0
XCR1,gn6x38,0
ACKR1,gn6x38,0
ACKR2,gn6x38,0
ACKR3,gn6x38,1
ACKR4,gn6x38,0
CCRL2,gn6x38,0
CCR1,gn6x39,0
CCR2,gn6x39,1
CCR3,gn6x39,0
CCR4,gn6x39,0
CCR5,gn6x39,0
CCR6,gn6x39,0
CCR7,gn6x39,1
CCR8,gn6x39,0
CCR9,gn6x39,0
CCR10,gn6x39,0
CXCR1,gn6x39,0
CXCR2,gn6x39,2
CXCR3,gn6x39,0
CXCR4,gn6x39,1
CXCR5,gn6x39,0
CXCR6,gn6x39,0
CX3CR1,gn6x39,0
XCR1,gn6x39,1
ACKR1,gn6x39,0
ACKR2,gn6x39,0
ACKR3,gn6x39,0
ACKR4,gn6x39,0
CCRL2,gn6x39,0
CCR1,gn6x40,0
CCR2,gn6x40,0
CCR3,gn6x40,0
CCR4,gn6x40,0
CCR5,gn6x40,0
CCR6,gn6x40,0
CCR7,gn6x40,0
CCR8,gn6x40,0
CCR9,gn6x40,0
CCR10,gn6x40,0
CXCR1,gn6x40,0
CXCR2,gn6x40,0
CXCR3,gn6x40,0
CXCR4,gn6x40,0
CXCR5,gn6x40,0
CXCR6,gn6x40,0
CX3CR1,gn6x40,0
XCR1,gn6x40,0
ACKR1,gn6x40,0
ACKR2,gn6x40,0
ACKR3,gn6x40,0
ACKR4,gn6x40,0
CCRL2,gn6x40,0
CCR1,gn6x41,1
CCR2,gn6x41,0
CCR3,gn6x41,0
CCR4,gn6x41,0
CCR5,gn6x41,0
CCR6,gn6x41,0
CCR7,gn6x41,0
CCR8,gn6x41,0
CCR9,gn6x41,0
CCR10,gn6x41,0
CXCR1,gn6x41,1
CXCR2,gn6x41,0
CXCR3,gn6x41,0
CXCR4,gn6x41,0
CXCR5,gn6x41,0
CXCR6,gn6x41,0
CX3CR1,gn6x41,0
XCR1,gn6x41,0
ACKR1,gn6x41,0
ACKR2,gn6x41,0
ACKR3,gn6x41,1
ACKR4,gn6x41,0
CCRL2,gn6x41,0
CCR1,gn6x42,0
CCR2,gn6x42,0
CCR3,gn6x42,3
CCR4,gn6x42,0
CCR5,gn6x42,0
CCR6,gn6x42,0
CCR7,gn6x42,1
CCR8,gn6x42,0
CCR9,gn6x42,0
CCR10,gn6x42,0
CXCR1,gn6x42,0
CXCR2,gn6x42,0
CXCR3,gn6x42,0
CXCR4,gn6x42,0
CXCR5,gn6x42,0
CXCR6,gn6x42,1
CX3CR1,gn6x42,0
XCR1,gn6x42,0
ACKR1,gn6x42,0
ACKR2,gn6x42,2
ACKR3,gn6x42,0
ACKR4,gn6x42,0
CCRL2,gn6x42,0
CCR1,gn6x43,0
CCR2,gn6x43,0
CCR3,gn6x43,0
CCR4,gn6x43,0
CCR5,gn6x43,0
CCR6,gn6x43,0
CCR7,gn6x43,0
CCR8,gn6x43,1
CCR9,gn6x43,2
CCR10,gn6x43,0
CXCR1,gn6x43,0
CXCR2,gn6x43,0
CXCR3,gn6x43,0
CXCR4,gn6x43,0
CXCR5,gn6x43,0
CXCR6,gn6x43,0
CX3CR1,gn6x43,1
XCR1,gn6x43,0
ACKR1,gn6x43,0
ACKR2,gn6x43,0
ACKR3,gn6x43,0
ACKR4,gn6x43,0
CCRL2,gn6x43,0
CCR1,gn6x44,0
CCR2,gn6x44,0
CCR3,gn6x44,0
CCR4,gn6x44,0
CCR5,gn6x44,0
CCR6,gn6x44,0
CCR7,gn6x44,0
CCR8,gn6x44,0
CCR9,gn6x44,0
CCR10,gn6x44,0
CXCR1,gn6x44,0
CXCR2,gn6x44,0
CXCR3,gn6x44,0
CXCR4,gn6x44,0
CXCR5,gn6x44,0
CXCR6,gn6x44,0
CX3CR1,gn6x44,0
XCR1,gn6x44,0
ACKR1,gn6x44,0
ACKR2,gn6x44,0
ACKR3,gn6x44,0
ACKR4,gn6x44,0
CCRL2,gn6x44,0
CCR1,gn6x45,0
CCR2,gn6x45,0
CCR3,gn6x45,0
CCR4,gn6x45,0
CCR5,gn6x45,0
CCR6,gn6x45,0
CCR7,gn6x45,0
CCR8,gn6x45,0
CCR9,gn6x45,0
CCR10,gn6x45,0
CXCR1,gn6x45,0
CXCR2,gn6x45,0
CXCR3,gn6x45,0
CXCR4,gn6x45,0
CXCR5,gn6x45,0
CXCR6,gn6x45,0
CX3CR1,gn6x45,0
XCR1,gn6x45,0
ACKR1,gn6x45,0
ACKR2,gn6x45,0
ACKR3,gn6x45,1
ACKR4,gn6x45,0
CCRL2,gn6x45,0
CCR1,gn6x46,1
CCR2,gn6x46,1
CCR3,gn6x46,0
CCR4,gn6x46,0
CCR5,gn6x46,2
CCR6,gn6x46,0
CCR7,gn6x46,0
CCR8,gn6x46,0
CCR9,gn6x46,0
CCR10,gn6x46,0
CXCR1,gn6x46,0
CXCR2,gn6x46,0
CXCR3,gn6x46,1
CXCR4,gn6x46,1
CXCR5,gn6x46,0
CXCR6,gn6x46,0
CX3CR1,gn6x46,0
XCR1,gn6x46,0
ACKR1,gn6x46,0
ACKR2,gn6x46,0
ACKR3,gn6x46,0
ACKR4,gn6x46,0
CCRL2,gn6x46,0
CCR1,gn6x47,0
CCR2,gn6x47,0
CCR3,gn6x47,0
CCR4,gn6x47,1
CCR5,gn6x47,1
CCR6,gn6x47,1
CCR7,gn6x47,1
CCR8,gn6x47,0
CCR9,gn6x47,0
CCR10,gn6x47,0
CXCR1,gn6x47,0
CXCR2,gn6x47,1
CXCR3,gn6x47,1
CXCR4,gn6x47,0
CXCR5,gn6x47,0
CXCR6,gn6x47,0
CX3CR1,gn6x47,0
XCR1,gn6x47,0
ACKR1,gn6x47,0
ACKR2,gn6x47,0
ACKR3,gn6x47,0
ACKR4,gn6x47,0
CCRL2,gn6x47,0
CCR1,gn6x48,0
CCR2,gn6x48,0
CCR3,gn6x48,0
CCR4,gn6x48,0
CCR5,gn6x48,0
CCR6,gn6x48,0
CCR7,gn6x48,0
CCR8,gn6x48,0
CCR9,gn6x48,0
CCR10,gn6x48,0
CXCR1,gn6x48,2
CXCR2,gn6x48,0
CXCR3,gn6x48,0
CXCR4,gn6x48,0
CXCR5,gn6x48,0
CXCR6,gn6x48,0
CX3CR1,gn6x48,0
XCR1,gn6x48,0
ACKR1,gn6x48,0
ACKR2,gn6x48,0
ACKR3,gn6x48,0
ACKR4,gn6x48,0
CCRL2,gn6x48,0
CCR1,gn6x49,0
CCR2,gn6x49,0
CCR3,gn6x49,0
CCR4,gn6x49,0
CCR5,gn6x49,0
CCR6,gn6x49,0
CCR7,gn6x49,0
CCR8,gn6x49,0
CCR9,gn6x49,0
CCR10,gn6x49,0
CXCR1,gn6x49,0
CXCR2,gn6x49,0
CXCR3,gn6x49,1
CXCR4,gn6x49,0
CXCR5,gn6x49,0
CXCR6,gn6x49,0
CX3CR1,gn6x49,1
XCR1,gn6x49,0
ACKR1,gn6x49,0
ACKR2,gn6x49,0
ACKR3,gn6x49,0
ACKR4,gn6x49,0
CCRL2,gn6x49,1
CCR1,gn6x50,0
CCR2,gn6x50,1
CCR3,gn6x50,1
CCR4,gn6x50,0
CCR5,gn6x50,0
CCR6,gn6x50,0
CCR7,gn6x50,0
CCR8,gn6x50,0
CCR9,gn6x50,0
CCR10,gn6x50,0
CXCR1,gn6x50,0
CXCR2,gn6x50,0
CXCR3,gn6x50,0
CXCR4,gn6x50,0
CXCR5,gn6x50,0
CXCR6,gn6x50,0
CX3CR1,gn6x50,1
XCR1,gn6x50,0
ACKR1,gn6x50,0
ACKR2,gn6x50,0
ACKR3,gn6x50,0
ACKR4,gn6x50,0
CCRL2,gn6x50,0
CCR1,gn6x51,0
CCR2,gn6x51,0
CCR3,gn6x51,0
CCR4,gn6x51,0
CCR5,gn6x51,0
CCR6,gn6x51,0
CCR7,gn6x51,0
CCR8,gn6x51,0
CCR9,gn6x51,0
CCR10,gn6x51,0
CXCR1,gn6x51,0
CXCR2,gn6x51,0
CXCR3,gn6x51,0
CXCR4,gn6x51,0
CXCR5,gn6x51,0
CXCR6,gn6x51,0
CX3CR1,gn6x51,0
XCR1,gn6x51,0
ACKR1,gn6x51,0
ACKR2,gn6x51,0
ACKR3,gn6x51,0
ACKR4,gn6x51,0
CCRL2,gn6x51,0
CCR1,gn6x52,0
CCR2,gn6x52,1
CCR3,gn6x52,1
CCR4,gn6x52,0
CCR5,gn6x52,1
CCR6,gn6x52,0
CCR7,gn6x52,0
CCR8,gn6x52,0
CCR9,gn6x52,0
CCR10,gn6x52,1
CXCR1,gn6x52,0
CXCR2,gn6x52,0
CXCR3,gn6x52,0
CXCR4,gn6x52,0
CXCR5,gn6x52,0
CXCR6,gn6x52,0
CX3CR1,gn6x52,0
XCR1,gn6x52,0
ACKR1,gn6x52,0
ACKR2,gn6x52,0
ACKR3,gn6x52,0
ACKR4,gn6x52,0
CCRL2,gn6x52,0
CCR1,gn6x53,0
CCR2,gn6x53,0
CCR3,gn6x53,0
CCR4,gn6x53,0
CCR5,gn6x53,1
CCR6,gn6x53,0
CCR7,gn6x53,0
CCR8,gn6x53,1
CCR9,gn6x53,0
CCR10,gn6x53,0
CXCR1,gn6x53,0
CXCR2,gn6x53,0
CXCR3,gn6x53,0
CXCR4,gn6x53,0
CXCR5,gn6x53,0
CXCR6,gn6x53,0
CX3CR1,gn6x53,0
XCR1,gn6x53,0
ACKR1,gn6x53,0
ACKR2,gn6x53,0
ACKR3,gn6x53,0
ACKR4,gn6x53,0
CCRL2,gn6x53,0
CCR1,gn6x54,0
CCR2,gn6x54,0
CCR3,gn6x54,0
CCR4,gn6x54,0
CCR5,gn6x54,0
CCR6,gn6x54,0
CCR7,gn6x54,0
CCR8,gn6x54,0
CCR9,gn6x54,0
CCR10,gn6x54,0
CXCR1,gn6x54,0
CXCR2,gn6x54,0
CXCR3,gn6x54,0
CXCR4,gn6x54,0
CXCR5,gn6x54,0
CXCR6,gn6x54,0
CX3CR1,gn6x54,1
XCR1,gn6x54,0
ACKR1,gn6x54,0
ACKR2,gn6x54,1
ACKR3,gn6x54,2
