chemokine,chemokine_alternate_name,gpcr,PMID,author_date_journal,data_synopsis,binding_kd_ki_nm,binding_ec50_ic50_nm,signaling_ec50_ic50_nm,chemotaxis_ec50_ic50_nm,chemotaxis_max_nm,data_comment,ligand_type,interaction_strength,evidence_grade,other_comment
CXCL7,PBP; NAP-2,ACKR4,32480426,"Meyrath, et al. 2021. J Leukoc Biol","""systematic screening program aiming at reassessing the agonist activity of the 43 human chemokines (24 CCLs, 16 CXCLs, 2 XCLs, and 1 CX3CL) and 2 viral chemokines (vCCL1 and vCCL2) toward ACKR4, by monitoring _-arrestin recruitment to the receptor using a highly sensitive Nanoluciferase complementation-based assay (NanoBiT) (Fig. 1A).20–22 In agreement with the initial description by Matti and co-authors, our systematic analysis also identified CCL20 as an ACKR4 ligand capable of inducing _-arrestin-1 and _-arrestin-2 recruitment to the receptor and behaving as a partial agonist (80% efficacy) with a potency (EC50 = 42 nM) somewhat lower than potencies observed for CCL19 (EC50 = 3 nM), CCL21 (EC50 = 5 nM), and CCL25 (EC50 = 24 nM) (Fig. 1B)""",,,,,,Signaling assay:  _-arrestin recruitment using NanoBiT; Signaling cells: U87 cells,no interaction,0,C,"Note that this paper performs both single point assays with ligands at 100nM (43 chemokines) and dose-response assays (9 chemokines, 7 of which are native human chemokines)"
CXCL8,IL-8,CCR1,8530354,"Combadiere, et al. 1995. J Biol Chem","""125I-MCP-3 [CCL7] bound to CC CKR1 [CCR1] could be competed by MCP-3 [CCL7], MIP-1_ [CCL3], RANTES [CCL5], and MIP-1_ [CCL4], whereas MCP-1 [CCL2] and IL-8 [CXCL8] had no effect. The Ki values were 8, 10, 15, and 75 nM, respectively, for MCP-3 [CCL7], MIP-1_ [CCL3], RANTES [CCL5], and MIP-1_ [CCL4]""",,,,,,Binding assay: competition; Binding ligand: 125I-CCL7 (0.1nM); Binding cells: transfected HEK293 cells ,no interaction,0,C,CXCL8 does not compete 125I-CCL7 at 100nM
CXCL8,IL-8,CCR2,9276730,"Uguccioni, et al. 1997. J Clin Invest","""competition binding assays were performed using cell lines stably expressing CCR3 or CCR2b, and eotaxin [CCL11] or MCP-1 [CCL2] as the respective labeled ligands...IL-8 [CXCL8] and MIP-1a [CCL3] showed no binding to either of these receptors, as expected""",,,,,,Binding assay: competition; Binding ligand: 125I-CCL11 (CCR3) or 125I-CCL2 (CCR2),no interaction,0,A,
CXCL8,IL-8,CCR2,8146186,"Charo, et al. 1994. Proc Natl Acad Sci USA","""No response was elicited by the related chemokines MIP-1a [CCL3], MIP-1b [CCL4], RANTES [CCL5],or IL-8 [CXCL8], even when these ligands were present at 500nM (Fig.4B)""",,,,,,Signaling assay: calcium flux; Signaling cells: transfected Xenopus oocytes,no interaction,0,C,
CXCL8,IL-8,CCR2,7890708,"Myers, et al. 1995. J Biol Chem","""A cell line stably expressing the MCP-1 receptor [CCR2] was produced by transfection of MCP-IRB [CCR2] into HEK-293 cells. Transfected cells bound 125I-labeled MCP-1 [CCL2] specifically and with high affinity (Fig. 1A). The closely related C-C chemokines MIP-la [CCL3], MIP-1b [CCL4], and RANTES CCL5[], as well as the C-X-C chemokine IL-8 [CXCL8] did not compete for binding""; ""chemokines MIP-1a [CCL3], MIP-1b [CCL4], RANTES [CCL5], interleukin 8 (IL-8) [CXCL8], and Gro-a [CXCL1] were inactive at concentrations as high as 300 nM""",,,,,,Binding assay: competition; Binding ligand: 125I-CCL2; Binding cells: transfected HEK293 cells; Signaling assay: calcium flux; Signaling cells: transfected HEKs,no interaction,0,A,
CXCL8,IL-8,CCR2,8530354,"Combadiere, et al. 1995. J Biol Chem","""125I-MCP-3 [CCL7] bound to CC CKR2B [CCR2] could only be competed by MCP-1 [CCL2] and MCP-3 [CCR7] (Ki~7 nM for each)""",,,,,,Binding assay: competition; Binding ligand: 125I-CCL7 (0.1nM); Binding cells: transfected HEK293 cells ,no interaction,0,C,CXCL8 does not compete 125I-CCL7 at 100nM
CXCL8,IL-8,CCR3,9276730,"Uguccioni, et al. 1997. J Clin Invest","""competition binding assays were performed using cell lines stably expressing CCR3 or CCR2b, and eotaxin [CCL11] or MCP-1 [CCL2] as the respective labeled ligands...IL-8 [CXCL8] and MIP-1a [CCL3] showed no binding to either of these receptors, as expected""",,,,,,Binding assay: competition; Binding ligand: 125I-CCL11 (CCR3) or 125I-CCL2 (CCR2),no interaction,0,A,
CXCL8,IL-8,CCR6,9294137,"Power, et al. 1995. J Bio Chem","""As shown in Fig. 7,A, preexposure of cells to 1 _M concentrations of IL-8 [CXCL8], GRO_ [CXCL1], NAP-2 [CXCL7], or IP-10 [CXCL10] had no significant effect on the calcium signal induced by 100 nM MIP-3_ (n = 4). Preincubation with 500 nM to 1 _M concentrations of nine human CC chemokines (MCP-1 [CCL2], MIP-1_ [CCL3], MIP-1_ [CCL4], MIP-5 [CCL15], RANTES [CCL5], eotaxin [CCL11], HCC-1 [CCL14], I-309 [CCL1], and fractalkine [CX3CL1]), also had no effect significant on MIP-3_ [CCL20]–induced calcium responses (n = 4; see Fig. 7,B), although preincubation with both 1 _M RANTES [CCL5] and 1 _M HCC-1 [CCL14] did decrease the MIP-3_ [CCL20]–induced calcium response in two out of four experiments. Indeed, only preincubation with 1 _M MIP-3_ [CCL20] led to a significant decrease in MIP-3_ [CCL20]–induced calcium responses""",,,,,,Signaling assay: desenitization assay (reduction in calcium-flux after CCL20 stimulation following initial treatment with indicated chemokine); Signaling cells: transiently transfected HEK293,no interaction,0,D,
CXCL8,IL-8,CXCR1,8550564,"Ahuja, et al. 1996. J Biol Chem","""In the case of IL-8RA [CXCR1], IL-8 [CXCL8] was a strong agonist (EC50 = 3 nM), whereas GRO_ [CXCL1] and NAP-2 [CXCL7] were weak (Fig. 2a). In the case of IL-8RB [CXCR2], IL-8 []CXCL8, GRO_ [CXCL1] and NAP-2 [CXCL7] were all strong agonists with similar potency to each other and to the potency of IL-8 [CXCL8] for IL-8RA [CXCR1] (Fig. 2, a and e)""; ""The rank order of competition by unlabeled CXC chemokines for the radiolabeled binding sites on IL-8RB [CXCR2] varied considerably for the three different radioligands (Fig. 2, f– h, and Table I). For example, unlabeled NAP-2 [CXCL7] competed poorly for the 125I-IL-8 [CXCL8]-labeled sites on IL-8RB [CXCR2], whereas both NAP-2 [CXCL7] and IL-8 [CXCL8] were very effective in competing for the 125I-NAP-2 [CXCL7]-labeled sites on IL-8RB [CXCR2]. These findings suggest that the sets of binding sites on IL-8RB [CXCR2] for IL-8 [CXCL8], GROa [CXCL1] and NAP-2 [CXCL7] overlap but are not identical""",3.6,,3,,,"Signaling assay: calcium flux; Signaling cells: stably trandsfected HEK293 cells; Binding assay: competition; Binding ligand: 125I-CXCL8, 125I-CXCL7, 125I-CXCL1; Binding cells: stably transfected HEK293 cells",agonist,3,A,
CXCL8,IL-8,CXCR1,8702798,"Ahuja, et al. 1996. J Biol Chem","""When [Ca2+]i changes were used to monitor receptor activation, we found that the cell lines stably expressing IL-8RA [CXCR1] and IL-8RB [CXCR2] responded to IL-8 [CXCL8], GROa [CXCL1], and NAP-2 [CXCL7], but not to the CC chemokines MIP-1a [CCL3] and MCP-1 [CCL2] (Fig. 2, a and e). In the case of IL-8RA [CXCR1], IL-8 [CXCL8] was a strong agonist (EC50 = 3 nM), whereas GROa [CXCL1] and NAP-2 [CXCL7] were weak (Fig. 2a). In the case of IL-8RB [CXCR2], IL-8 [CXCL8], GROa [CXCL1] and NAP-2 [CXCL7] were all strong agonists with similar potency to each other and to the potency of IL-8 [CXCL8] for IL-8RA [CXCR1] (Fig. 2, a and e).""; ""In the case of IL-8RB [CXCR2], 125I-IL-8 [CXCR1], 125I-GROa [CXCL1], and 125I-NAP-2 [CXCL7] all were strong ligands, binding with similar affinities (Fig. 2, f– h, and Table I). These affinities were also similar to the binding affinity for 125I-IL-8 [CXCL8] on IL-8RA [CXCR2] (Table I)""",,7,4,,,"Signaling assay: calcium flux; Signaling cells: stably trandsfected HEK293 cells; Binding assay: competition; Binding ligand: 125I-CXCL8, 125I-CXCL7, 125I-CXCL1; Binding cells: stably transfected HEK293 cells",agonist,3,A,
CXCL8,IL-8,CXCR2,8550564,"Ahuja, et al. 1996. J Biol Chem","""In the case of IL-8RA [CXCR1], IL-8 [CXCL8] was a strong agonist (EC50 = 3 nM), whereas GRO_ [CXCL1] and NAP-2 [CXCL7] were weak (Fig. 2a). In the case of IL-8RB [CXCR2], IL-8 []CXCL8, GRO_ [CXCL1] and NAP-2 [CXCL7] were all strong agonists with similar potency to each other and to the potency of IL-8 [CXCL8] for IL-8RA [CXCR1] (Fig. 2, a and e)""; ""The rank order of competition by unlabeled CXC chemokines for the radiolabeled binding sites on IL-8RB [CXCR2] varied considerably for the three different radioligands (Fig. 2, f– h, and Table I). For example, unlabeled NAP-2 [CXCL7] competed poorly for the 125I-IL-8 [CXCL8]-labeled sites on IL-8RB [CXCR2], whereas both NAP-2 [CXCL7] and IL-8 [CXCL8] were very effective in competing for the 125I-NAP-2 [CXCL7]-labeled sites on IL-8RB [CXCR2]. These findings suggest that the sets of binding sites on IL-8RB [CXCR2] for IL-8 [CXCL8], GROa [CXCL1] and NAP-2 [CXCL7] overlap but are not identical""",0.8,,5,,,"Signaling assay: calcium flux; Signaling cells: stably trandsfected HEK293 cells; Binding assay: competition; Binding ligand: 125I-CXCL8, 125I-CXCL7, 125I-CXCL1; Binding cells: stably transfected HEK293 cells",agonist,3,A,Listed Ki is the lowest of those found in Table 1
CXCL8,IL-8,CXCR2,8702798,"Ahuja, et al. 1996. J Biol Chem","""When [Ca2+]i changes were used to monitor receptor activation, we found that the cell lines stably expressing IL-8RA [CXCR1] and IL-8RB [CXCR2] responded to IL-8 [CXCL8], GROa [CXCL1], and NAP-2 [CXCL7], but not to the CC chemokines MIP-1a [CCL3] and MCP-1 [CCL2] (Fig. 2, a and e). In the case of IL-8RA [CXCR1], IL-8 [CXCL8] was a strong agonist (EC50 = 3 nM), whereas GROa [CXCL1] and NAP-2 [CXCL7] were weak (Fig. 2a). In the case of IL-8RB [CXCR2], IL-8 [CXCL8], GROa [CXCL1] and NAP-2 [CXCL7] were all strong agonists with similar potency to each other and to the potency of IL-8 [CXCL8] for IL-8RA [CXCR1] (Fig. 2, a and e).""; ""In the case of IL-8RB [CXCR2], 125I-IL-8 [CXCR1], 125I-GROa [CXCL1], and 125I-NAP-2 [CXCL7] all were strong ligands, binding with similar affinities (Fig. 2, f– h, and Table I). These affinities were also similar to the binding affinity for 125I-IL-8 [CXCL8] on IL-8RA [CXCR2] (Table I)""",,0.4,4,,,"Signaling assay: calcium flux; Signaling cells: stably trandsfected HEK293 cells; Binding assay: competition; Binding ligand: 125I-CXCL8, 125I-CXCL7, 125I-CXCL1; Binding cells: stably transfected HEK293 cells",agonist,3,A,Lowest Ki observed with 125I-CXCL1 and is listed in this table
CXCL8,IL-8,CXCR3,9660793,"Weng, et al. 1998. J Biol Chem","""The clone exhibits a single high affinity binding site (Ki = 0.14 nm) for IP10 [CXCL10] and expresses approximately 50,000 sites/cell. As expected, the receptor also binds MIG [CXCL9], although with an affinity (Ki = 4.9 nm) that is substantially lower than that found for IP10 [CXCL10]. Other CXC-chemokines, notably IL-8 [CXCL8], which binds to both CXCR1 and CXCR2 (14, 15), and GRO_ [CXCL1] and NAP2 [CXCL7], which bind to CXCR2, have little or no affinity for CXCR3 (Table I). SDF-1 [CXCL12], the ligand for CXCR4 (16, 17), does show very slight affinity for CXCR3 with a Ki = 400 nm""",,,,,,Binding assay: competition; Binding ligand: 125I-CXCL10; Binding cells: stably-expressing CHO,no interaction,0,A,Ligand binding also measured for some ligands in activated T cells and RBL cell line; only consider CHO line here
CXCL8,IL-8,ACKR1,8389755,"Neote, et al. 1993. J Biol Chem","""In each case 0.5 nM '251-labeled chemokine was incubated with the purified red blood cells, and increasingcon- centration of the non-labeled identical ligand was added to 1 PM.All binding points weretested in triplicate, and the results from representative experiments arsehown in Fig. 1.All of the chemokines tested,withthe exception of HuMIP-la(not shown),bound to thesurface of red blood cells, and each of the labeled chemokines could be removed from its binding site by an excess of the same unlabeled molecule"" Binding Kd's listed in Table 1.",5.18,,,,,"Binding assay: competition; Binding ligand: 125I-CCL5, 125I-CCL2, 125I-CXCL8, 125I-CXCL8; Binding cells: human erythrocytes",ND,3,A,Kd listed in table is the lowest of those determined in Table 1
CXCL8,IL-8,ACKR1,15358176,"Gardner, et al. 1994. Biochem Biophys Res Commun","""the ability of heterologous unlabelled chemokines to displace specific 125I-CXCL-8 binding was examined. In these cross-competition experiments 125I-CXCL-8 was incubated with erythrocytes in the presence of increasing concentrations of 30 different chemokines over the range 0.1 to 1000 nM...chemokines could be classified into three categories: those that showed strong binding (Ki < 100 nM), weak binding (Ki 100 nM–1 lM), and no binding (Ki > 1 lM) (Table 1)""; CXCL8 (IL-8) Ki 21.3nM (Table 1) ",21.3,,,,,Binding assay: competition; Binding ligand: 125I-CXCL8,ND,3,A,
CXCL8,IL-8,ACKR1,8558064,"Horuk, et al. 1996. J Leukoc Biol","""Table 1. Receptor binding affinity (Kd) of chemokine for human and mouse DARC [ACKR1]""",5.5,,,,,Binding assay: competition; Binding ligand: 125I-CXCL1; Binding cells: transfected K562 cells,ND,3,A,
CXCL8,IL-8,ACKR2,15067078,"Bonecchi, et al. 2004. J Immunol","""To better characterize the spectrum of chemokines recognized and scavenged by D6, D6/CHO-K1 transfectants were incubated for 3 h with 1.2 nM of various chemokines. At the end of the incubation, the chemokine concentration in the supernatant was measured by ELISA. As shown in Fig. 1, among known D6 ligands, the inflammatory CC chemokines CCL5 and CCL11 were scavenged with the highest efficiency (94.3 ± 0.2 and 92.5 ± 2.1% of the initially seeded chemokine, respectively). CCL7, CCL4, CCL2, and CCL3L1 were scavenged with intermediate efficiency (85.1 ± 0.5, 83.9 ± 2.9, 76.5 ± 2.2, and 76.0 ± 6.6% of the initially seeded chemokine, respectively). Interestingly, CCL3 and CCL3L1, which only differ in the presence of a serine or a proline residue in position 2, were scavenged with different efficacies (29.0 ± 4.1 and 76.0 ± 6.6% of the initially seeded chemokine, respectively), in agreement with previous results reporting that only the CCL3L1 variant is a high affinity D6 ligand (14). CCL1, which does not bind D6 (7), was the only inflammatory CC chemokine tested not scavenged by D6 (3.1 ± 1.4% of the initially seeded chemokine). None of the chemokines tested was scavenged by untransfected CHO-K1 cells. Unlike CC inflammatory chemokines, the homeostatic chemokines CCL19 and CCL20, agonists at CCR7 and CCR6, respectively, were not scavenged (8.2 ± 9.2 and 6.7 ± 12.5% of the initially seeded chemokine, respectively). As expected (7), the CXC chemokine CXCL8 was not scavenged by D6 transfectants (2.4 ± 7.3% of the initially seeded chemokine)""",,,,,,See synopsis for assay details,no interaction,0,D,"Evidence level ""D"" given because of indirect assay"
CXCL8,IL-8,ACKR4,32480426,"Meyrath, et al. 2021. J Leukoc Biol","""systematic screening program aiming at reassessing the agonist activity of the 43 human chemokines (24 CCLs, 16 CXCLs, 2 XCLs, and 1 CX3CL) and 2 viral chemokines (vCCL1 and vCCL2) toward ACKR4, by monitoring _-arrestin recruitment to the receptor using a highly sensitive Nanoluciferase complementation-based assay (NanoBiT) (Fig. 1A).20–22 In agreement with the initial description by Matti and co-authors, our systematic analysis also identified CCL20 as an ACKR4 ligand capable of inducing _-arrestin-1 and _-arrestin-2 recruitment to the receptor and behaving as a partial agonist (80% efficacy) with a potency (EC50 = 42 nM) somewhat lower than potencies observed for CCL19 (EC50 = 3 nM), CCL21 (EC50 = 5 nM), and CCL25 (EC50 = 24 nM) (Fig. 1B)""",,,,,,Signaling assay:  _-arrestin recruitment using NanoBiT; Signaling cells: U87 cells,no interaction,0,C,"Note that this paper performs both single point assays with ligands at 100nM (43 chemokines) and dose-response assays (9 chemokines, 7 of which are native human chemokines)"
CXCL9,MIG,CCR3,11110785,"Loetscher, et al. 2001. J Biol Chem","""Ca2+ mobilization induced by eotaxin in CCR3-B300-19 cells and Th2 cells was inhibited in a concentration-dependent manner by all three CXCR3-selective chemokines (Fig. 2, C and D)""; ""The relative affinities of I-TAC [CXCL11], I-TAC [CXCL11] /EoH1, Mig [CXCL9], and IP10 [CXCL10] to CCR3 were determined by bind- ing competition assays with 125I-labeled eotaxin [CCL11] (Fig. 7). All antagonists fully displaced labeled eotaxin [CCL11]. I-TAC [CXCL11]/EoH1 was the most potent competitor (Kd 4.5 ± 1.0 nM, n 5 3) followed by eotaxin [CCL11] (Kd 13.5 ± 1.9 nM, n = 3) and I-TAC [CXCL11] (Kd 65.0 ± 7.7 nM, n = 3), whereas the affinity of Mig [CXCL9] (Kd 4065 ± 1, 231 nM, n = 3) and IP10 [CXCL10] (Kd 1582 ± 154 nM, n 5 3) was comparatively low""",4065,,,,,Signaling assay: calcium flux inhibition; Signaling cells: transfected B300-19 cells,antagonist,1,A,
CXCL9,MIG,CCR3,12884299,"Xanthou, et al. 2003. Eur J Immunol","""To confirm that the CXCR3 ligands inhibit eosinophil responses to CCL11, CCL24 and CCL26 by interacting selectively with CCR3, we carried out subsequent experiments of chemotactic responsiveness using 4DE4 cells stably transfected with CCR3 (4DE4-CCR3 cells). Whereas CCL11 evoked a potent chemotactic response, CXCL11, CXCL9 and CXCL10 did not induce any chemotactic response from 4DE4-CCR3 cells over a wide range of concentrations (Fig. 4, panel A). However, a 100-fold excess of the same CXCR3 ligands was sufficient to significantly inhibit the chemotactic responses of 4DE4-CCR3 cells induced by 10nM of CCL11, CCL24 or CCL26 (Fig. 4, panels B, C and D)""",,,,,,"Chemotaxis assay: not explicitly stated (cites earlier paper), experiments assess chempotaxis inhibition after CCL11 stimulation; Chemotaxis cells: transfected 4DE4 cells",antagonist,ND,C,
